epoch,train_loss,val_cer,val_wer,lr
1,4.0658483633885805,1.0,1.0,0.000299794430213186
2,3.3764550562532234,0.8761359392505913,1.0,0.00029917828430524096
3,3.1194031143987315,0.8474418025644218,0.9768899334116725,0.00029815325108927063
4,2.5869695891826487,0.62548238516121,0.9612220916568742,0.0002967221401100708
5,1.6988570241394758,0.38267148014440433,0.799059929494712,0.0002948888739433602
6,1.1832874660628216,0.29783393501805056,0.6784175479827653,0.00029265847744427303
7,0.9115810273286303,0.2321673098468816,0.5902859381120251,0.00029003706397458023
8,0.7407981780515748,0.18797460475538405,0.5323149236192715,0.0002870318186463901
9,0.6311180845332516,0.16992406323913856,0.48217783000391695,0.00028365097862825513
10,0.5434307742806073,0.15641727872525832,0.4551508029768899,0.0002799038105676658
11,0.47126264849241273,0.13737084526328894,0.39052095573834705,0.00027580058519181355
12,0.41532062252156987,0.13015062865679075,0.38033685859772814,0.00027135254915624206
13,0.3792255198200749,0.12946595294410557,0.38229533881707795,0.00026657189421854557
14,0.3244398992162645,0.11950703348686667,0.35879357618488056,0.0002614717238216091
15,0.2927217025619095,0.11832441180131956,0.3501762632197415,0.00025606601717798207
16,0.24669838395133986,0.11097970870160588,0.3337250293772033,0.0002503695909538287
17,0.2083865885305475,0.12535789866799452,0.3615354484919702,0.0002443980586574756
18,0.17380589371568672,0.11010830324909747,0.3290246768507638,0.0002381677878438709
19,0.14193609829723144,0.1107307357151749,0.3337250293772033,0.000231695855252254
20,0.12046580162173746,0.11409187103199303,0.34312573443008226,0.0002249999999999999
21,0.10019641558094311,0.11185111415411428,0.33607520564042304,0.00021809857496093193
22,0.07697221481850007,0.11440308726503175,0.33490011750881316,0.00021101049646136998
23,0.06106122133619652,0.10917465454998132,0.3219741480611046,0.00020375519243179502
24,0.054196974246533934,0.11122868168803685,0.32863298080689385,0.00019635254915624205
25,0.045099631475019,0.10923689779658907,0.3321582452017235,0.00018882285676537805
26,0.03527154783156374,0.10842773559068841,0.3227575401488445,0.00018118675362266382
27,0.02179932967218405,0.10774305987800324,0.32667450058754405,0.0001734651697560346
28,0.015669095786079584,0.10245238391634508,0.30943987465726597,0.00016567926949014798
29,0.010775099569267609,0.10282584339599153,0.30434782608695654,0.0001578503934364415
30,0.008075291516883866,0.10332378936885347,0.30865648256952605,0.00015
31,0.006150786782701847,0.1045064110544006,0.3172737955346651,0.0001421496065635584
32,0.005200639691425936,0.10257687040956057,0.309048178613396,0.00013432073050985197
33,0.00454154619066002,0.10083405950454376,0.3063063063063063,0.00012653483024396533
34,0.004026523920890732,0.10102078924436698,0.3047395221308265,0.00011881324637733606
35,0.0034841116716023825,0.1008963027511515,0.30434782608695654,0.00011117714323462187
36,0.003071912757817855,0.10095854599775925,0.3063063063063063,0.00010364745084375787
37,0.0028062890382195877,0.10126976223079796,0.30748139443791617,9.624480756820493e-05
38,0.0025905680373594637,0.10126976223079796,0.30434782608695654,8.898950353862997e-05
39,0.0024223560967268553,0.10126976223079796,0.3070896983940462,8.190142503906796e-05
40,0.002252848667320232,0.10102078924436698,0.3047395221308265,7.500000000000001e-05
41,0.002130158902496975,0.10301257313581476,0.31296513905209555,6.830414474774596e-05
42,0.0020352346867590913,0.10139424872401344,0.30669800235017625,6.183221215612902e-05
43,0.0019077411197420979,0.10182995145026764,0.30748139443791617,5.560194134252439e-05
44,0.001834986101034969,0.10108303249097472,0.30669800235017625,4.96304090461713e-05
45,0.0017651376072051203,0.10139424872401344,0.3059146102624363,4.393398282201787e-05
