epoch,train_loss,val_cer,val_wer,lr
1,6.2311422274662895,1.0,1.0,0.000299794430213186
2,3.9535580499637764,1.0,1.0,0.00029917828430524096
3,3.8616812774650677,1.0,1.0,0.00029815325108927063
4,3.8077555652671076,1.0,1.0,0.0002967221401100708
5,3.7608065040859247,1.0,1.0,0.0002948888739433602
6,3.7038557487126638,1.0,1.0,0.00029265847744427303
7,3.6350563273157124,1.0,1.0,0.00029003706397458023
8,3.566946393639378,1.0,1.0,0.0002870318186463901
9,3.500674864244179,1.0,1.0,0.00028365097862825513
10,3.437247913029537,0.9949582970247728,1.0,0.0002799038105676658
11,3.380134460723847,0.9184613469438566,1.0,0.00027580058519181355
12,3.330680659066526,0.8892692642848251,1.0,0.00027135254915624206
13,3.2769058197442833,0.8864683181874766,1.0,0.00026657189421854557
14,3.233888250836254,0.8847255072824598,1.0,0.0002614717238216091
15,3.2118968319375605,0.8976721025768704,1.0,0.00025606601717798207
16,3.1521242911058533,0.8814888584588572,0.9929494712103408,0.0002503695909538287
17,3.108327993509567,0.8586455869538155,0.990990990990991,0.0002443980586574756
18,3.0742896919890033,0.888335615585709,0.991382687034861,0.0002381677878438709
19,3.040841882280579,0.8554711813768207,0.9804151978065021,0.000231695855252254
20,2.9739247934352715,0.8474418025644218,0.9945162553858206,0.0002249999999999999
21,2.898592801724195,0.8622556952570646,0.9851155503329416,0.00021809857496093193
22,2.799567286079452,0.8377318560936139,0.9851155503329416,0.00021101049646136998
23,2.6954646176370174,0.8351798829826964,0.9714061887974932,0.00020375519243179502
24,2.57822447462665,0.8048051786381177,0.9827653740697219,0.00019635254915624205
25,2.423877946018467,0.7423752022905514,0.9761065413239326,0.00018882285676537805
26,2.2672605072487975,0.7347815262044068,0.9616137877007442,0.00018118675362266382
27,2.1079799703357254,0.6526826839287937,1.0767724245985115,0.0001734651697560346
28,1.9409069248440234,0.6692393875264534,0.9623971797884842,0.00016567926949014798
29,1.7798557250927656,0.47460475538404084,0.8793576184880533,0.0001578503934364415
30,1.6261626693624012,0.5184240009958919,0.9020759890325107,0.00015
31,1.5163450654912043,0.4841279721150255,0.8926752839796318,0.0001421496065635584
32,1.3810183564586753,0.4174654549981327,0.8206032119075597,0.00013432073050985197
33,1.2435604919343306,0.4066973733349932,0.8503721112416764,0.00012653483024396533
34,1.1428682896982754,0.39729864309722396,0.8370544457500979,0.00011881324637733606
35,1.0480505905207798,0.35808539773434583,0.7971014492753623,0.00011117714323462187
36,0.9508145948838905,0.3859703722146147,0.8166862514688602,0.00010364745084375787
37,0.8578782924533596,0.35117639736088635,0.7880924402663533,9.624480756820493e-05
38,0.7878127911622237,0.33225445039213247,0.7410889150019585,8.898950353862997e-05
39,0.7097279930255822,0.3271505041702975,0.7594986290638465,8.190142503906796e-05
40,0.6610645441378832,0.3157599900410805,0.7344300822561692,7.500000000000001e-05
41,0.5947012680286957,0.33816755881986804,0.7422640031335683,6.830414474774596e-05
42,0.5517023474977332,0.30623677331009586,0.7109283196239718,6.183221215612902e-05
43,0.5172073320876918,0.29590439437321053,0.6952604778691736,5.560194134252439e-05
44,0.4756876837454839,0.3087265031744056,0.7258127692910301,4.96304090461713e-05
45,0.4478457089829492,0.3023776920204158,0.7164120642381512,4.393398282201787e-05
46,0.42224075291048613,0.3051163948711565,0.6980023501762632,3.852827617839089e-05
47,0.4054372064343101,0.2913606373708453,0.6897767332549941,3.342810578145436e-05
48,0.38502256469378576,0.2886219345201046,0.6827262044653349,2.8647450843757894e-05
49,0.3704183608352315,0.2865056641354413,0.681942812377595,2.4199414808186403e-05
50,0.3600465905149072,0.28855969127349684,0.6792009400705052,2.0096189432334187e-05
51,0.35145745915774057,0.28656790738204907,0.6776341558950255,1.6349021371744827e-05
52,0.34316645924156236,0.28706585335491097,0.6823345084214649,1.2968181353609849e-05
53,0.33637375621165516,0.2845761234906013,0.6772424598511555,9.962936025419734e-06
54,0.3323937121345212,0.28364247479148513,0.6756756756756757,7.3415225557269666e-06
55,0.3282240227129332,0.28451388024399354,0.6772424598511555,5.111126056639751e-06
56,0.3258505853910653,0.284638366737209,0.6823345084214649,3.2778598899291457e-06
57,0.32321848154538246,0.28351798829826963,0.6772424598511555,1.8467489107293506e-06
58,0.32386299903105936,0.2832690153118387,0.6780258519388954,8.217156947589897e-07
59,0.32427034416847683,0.2830822855720154,0.6788092440266353,2.05569786813925e-07
60,0.32033505771287096,0.2834557450516619,0.6788092440266353,0.0
