epoch,train_loss,val_cer,val_wer,lr
1,6.3360894539887616,1.0,1.0,0.000299794430213186
2,4.297168928255461,1.0,1.0,0.00029917828430524096
3,4.249794766277486,1.0,1.0,0.00029815325108927063
4,4.216984468569182,1.0,1.0,0.0002967221401100708
5,4.184919567032914,1.0,1.0,0.0002948888739433602
6,4.1453401915420445,1.0,1.0,0.00029265847744427303
7,4.101700173327203,1.0,1.0,0.00029003706397458023
8,4.055905371257775,1.0,1.0,0.0002870318186463901
9,4.0110078365845085,1.0,1.0,0.00028365097862825513
10,3.974756139740201,1.0,1.0,0.0002799038105676658
11,3.9373191282358864,0.9935889455994025,1.0,0.00027580058519181355
12,3.9047616073600873,0.9878625669114901,1.0,0.00027135254915624206
13,3.8732639313684647,0.9170919955184862,1.0,0.00026657189421854557
14,3.845589970695902,0.9087514004730487,1.0,0.0002614717238216091
15,3.8284966583552915,0.8930038590812897,1.0,0.00025606601717798207
16,3.806544194795206,0.917403211751525,1.0,0.0002503695909538287
17,3.7762803424744917,0.8908253454500187,0.9992166079122601,0.0002443980586574756
18,3.7521991287697936,0.8952446159591684,0.9992166079122601,0.0002381677878438709
19,3.7143444836257244,0.8896427237644715,0.9992166079122601,0.000231695855252254
20,3.674436252733189,0.8942487240134446,0.9972581276929103,0.0002249999999999999
21,3.6283531583977875,0.8925059131084278,0.9964747356051704,0.00021809857496093193
22,3.5813779699261605,0.8875264533798083,0.9968664316490403,0.00021101049646136998
23,3.5306966723304765,0.8758247230175525,0.9882491186839013,0.00020375519243179502
24,3.4953652378134943,0.8908875886966264,0.991382687034861,0.00019635254915624205
25,3.412661143778814,0.8596414788995393,0.9847238542890717,0.00018882285676537805
26,3.32750978648545,0.8442673969874268,0.9874657265961614,0.00018118675362266382
27,3.2506216555187217,0.825594423005104,0.9835487661574618,0.0001734651697560346
28,3.1633958642534488,0.8168181252334121,0.9714061887974932,0.00016567926949014798
29,3.1059513294250065,0.7346570397111913,0.9690560125342734,0.0001578503934364415
30,3.019887794874594,0.750466824349558,0.9592636114375245,0.00015
31,2.924947929100172,0.7793476907755509,0.9862906384645516,0.0001421496065635584
32,2.8221728402011728,0.7637868791236151,0.9557383470426949,0.00013432073050985197
33,2.7181113048418033,0.6251089256815635,0.9573051312181747,0.00012653483024396533
34,2.6224095788462862,0.6223079795842151,0.9467293380336859,0.00011881324637733606
35,2.5358458360036216,0.6503174405576995,0.9690560125342734,0.00011117714323462187
36,2.456612054648014,0.601020789244367,0.9475127301214258,0.00010364745084375787
37,2.3518522937857425,0.5321175152495954,0.9153936545240893,9.624480756820493e-05
38,2.269973851284802,0.4953317565044193,0.9439874657265962,8.898950353862997e-05
39,2.1899520118796145,0.5258309473422134,0.9216607912260086,8.190142503906796e-05
40,2.109466945396137,0.4534420515374082,0.8762240501370936,7.500000000000001e-05
41,2.0135857492273845,0.4978837296153367,0.891500195848022,6.830414474774596e-05
42,1.9341384090145193,0.4629652682683929,0.9287113200156678,6.183221215612902e-05
43,1.8631831127746101,0.45306859205776173,0.8734821778300039,5.560194134252439e-05
44,1.7809330667029235,0.4240632391385535,0.8664316490403446,4.96304090461713e-05
45,1.7124249850504496,0.4607245113905141,0.8762240501370936,4.393398282201787e-05
46,1.6542013758973493,0.46178264658284573,0.8969839404622013,3.852827617839089e-05
47,1.606407042791152,0.39972612971492594,0.8566392479435958,3.342810578145436e-05
48,1.5519109456496831,0.4393128345574505,0.8828828828828829,2.8647450843757894e-05
49,1.5128411990415886,0.43358645586953815,0.8683901292596945,2.4199414808186403e-05
50,1.4766968519259722,0.40626167060873897,0.8664316490403446,2.0096189432334187e-05
51,1.4415216147311811,0.408191211253579,0.8644731688209949,1.6349021371744827e-05
52,1.4149515610004553,0.4306610232789742,0.8773991382687035,1.2968181353609849e-05
53,1.3983092632519423,0.42400099589194573,0.8585977281629456,9.962936025419734e-06
54,1.3803036403373854,0.414726752147392,0.8707403055229143,7.3415225557269666e-06
55,1.363810294008349,0.4072575625544628,0.8613396004700352,5.111126056639751e-06
56,1.355136169719508,0.4131084277355907,0.8672150411280846,3.2778598899291457e-06
57,1.3482488132792818,0.41198804929665134,0.8660399529964747,1.8467489107293506e-06
58,1.3445575352486303,0.40900037345947965,0.8625146886016452,8.217156947589897e-07
59,1.346792434329347,0.40887588696626415,0.8644731688209949,2.05569786813925e-07
