epoch,train_loss,val_cer,val_wer,lr
1,6.444471241689528,1.0,1.0,0.000299794430213186
2,4.564541891952003,1.0,1.0,0.00029917828430524096
3,4.531592786664794,1.0,1.0,0.00029815325108927063
4,4.507453808417687,1.0,1.0,0.0002967221401100708
5,4.482271210446631,1.0,1.0,0.0002948888739433602
6,4.4553142289908445,1.0,1.0,0.00029265847744427303
7,4.423256680339986,1.0,1.0,0.00029003706397458023
8,4.3963056993202345,1.0,1.0,0.0002870318186463901
9,4.373936955980531,1.0,1.0,0.00028365097862825513
10,4.348128683703421,1.0,1.0,0.0002799038105676658
11,4.330592037893141,1.0,1.0,0.00027580058519181355
12,4.307496794111865,1.0,1.0,0.00027135254915624206
13,4.284968369576117,1.0,1.0,0.00026657189421854557
